10,100,0,0,0,0,0,0,0,0,0,0
10,101,0,0,0,0,0,0,0,0,0,0
10,102,0,0,0,0,0,0,0,0,0,0
10,103,0,0,0,0,0,0,0,0,0,0
10,104,0,0,0,0,0,0,0,0,0,0
10,105,0,0,0,0,0,0,0,0,0,0
10,106,0,0,0,0,0,0,0,0,0,0
10,107,0,0,0,0,0,0,0,0,0,0
10,108,0,0,0,0,0,0,0,0,0,0
10,109,0,0,0,0,0,0,0,0,0,0
10,110,0,0,0,0,0,0,0,0,0,0
10,112,0,0,0,0,0,0,0,0,0,0
10,114,0,0,0,0,0,0,0,0,0,0
10,115,0,0,0,0,0,0,0,0,0,0
10,116,0,0,0,0,0,0,0,0,0,0
10,121,0,0,0,0,0,0,0,0,0,0
10,122,0,0,0,0,0,0,0,0,0,0
10,123,0,0,0,0,0,0,0,0,0,0
10,124,0,0,0,0,0,0,0,0,0,0
10,125,0,0,0,0,0,0,0,0,0,0
10,126,0,0,0,0,0,0,0,0,0,0
10,127,0,0,0,0,0,0,0,0,0,0
10,128,0,0,0,0,0,0,0,0,0,0
10,129,0,0,0,0,0,0,0,0,0,0
10,130,0,0,0,0,0,0,0,0,0,0
10,131,0,0,0,0,0,0,0,0,0,0
10,132,0,0,0,0,0,0,0,0,0,0
10,133,0,0,0,0,0,0,0,0,0,0
10,134,0,0,0,0,0,0,0,0,0,0
10,135,0,0,0,0,0,0,0,0,0,0
10,136,0,0,0,0,0,0,0,0,0,0
10,137,0,0,0,0,0,0,0,0,0,0
10,138,0,0,0,0,0,0,0,0,0,0
10,139,0,0,0,0,0,0,0,0,0,0
10,140,0,0,0,0,0,0,0,0,0,0
10,141,0,0,0,0,0,0,0,0,0,0
10,142,0,0,0,0,0,0,0,0,0,0
10,143,0,0,0,0,0,0,0,0,0,0
10,144,0,0,0,0,0,0,0,0,0,0
10,145,0,0,0,0,0,0,0,0,0,0
10,146,0,0,0,0,0,0,0,0,0,0
10,147,0,0,0,0,0,0,0,0,0,0
10,148,0,0,0,0,0,0,0,0,0,0
10,149,0,0,0,0,0,0,0,0,0,0
10,150,0,0,0,0,0,0,0,0,0,0
10,151,0,0,0,0,0,0,0,0,0,0
10,152,0,0,0,0,0,0,0,0,0,0
10,153,0,0,0,0,0,0,0,0,0,0
10,154,0,0,0,0,0,0,0,0,0,0
10,155,0,0,0,0,0,0,0,0,0,0
10,156,0,0,0,0,0,0,0,0,0,0
10,157,0,0,0,0,0,0,0,0,0,0
10,158,0,0,0,0,0,0,0,0,0,0
10,159,0,0,0,0,0,0,0,0,0,0
10,160,0,0,0,0,0,0,0,0,0,0
10,161,0,0,0,0,0,0,0,0,0,0
10,162,0,0,0,0,0,0,0,0,0,0
10,163,0,0,0,0,0,0,0,0,0,0
10,164,0,0,0,0,0,0,0,0,0,0
10,165,0,0,0,0,0,0,0,0,0,0
10,166,0,0,0,0,0,0,0,0,0,0
10,167,0,0,0,0,0,0,0,0,0,0
10,168,0,0,0,0,0,0,0,0,0,0
10,169,0,0,0,0,0,0,0,0,0,0
10,170,0,0,0,0,0,0,0,0,0,0
10,171,0,0,0,0,0,0,0,0,0,0
10,172,0,0,0,0,0,0,0,0,0,0
10,173,0,0,0,0,0,0,0,0,0,0
10,174,0,0,0,0,0,0,0,0,0,0
10,175,0,0,0,0,0,0,0,0,0,0
10,176,0,0,0,0,0,0,0,0,0,0
10,177,0,0,0,0,0,0,0,0,0,0
10,178,0,0,0,0,0,0,0,0,0,0
10,179,0,0,0,0,0,0,0,0,0,0
10,180,0,0,0,0,0,0,0,0,0,0
10,181,0,0,0,0,0,0,0,0,0,0
10,182,0,0,0,0,0,0,0,0,0,0
10,183,0,0,0,0,0,0,0,0,0,0
10,184,0,0,0,0,0,0,0,0,0,0
10,185,0,0,0,0,0,0,0,0,0,0
10,186,0,0,0,0,0,0,0,0,0,0
10,187,0,0,0,0,0,0,0,0,0,0
10,188,0,0,0,0,0,0,0,0,0,0
10,189,0,0,0,0,0,0,0,0,0,0
10,190,0,0,0,0,0,0,0,0,0,0
10,191,0,0,0,0,0,0,0,0,0,0
10,192,0,0,0,0,0,0,0,0,0,0
10,193,0,0,0,0,0,0,0,0,0,0
10,194,0,0,0,0,0,0,0,0,0,0
10,195,0,0,0,0,0,0,0,0,0,0
10,196,0,0,0,0,0,0,0,0,0,0
10,197,0,0,0,0,0,0,0,0,0,0
10,198,0,0,0,0,0,0,0,0,0,0
10,199,0,0,0,0,0,0,0,0,0,0
